title,key,tempo,danceability,loudness,acousticness,duration_ms,year,uri,playlist,id,energy,liveness,time_signature,valence,instrumentallness,mode,speechiness
Turn to Stone,C#,140.966,0.548,-9.777,0.0686,229093,1978,spotify:track:1Pd1h30mgU05QkWYhgFzwt,Billboard Hot 100 1978,D0XRKL1H8Z1B87WTEAJEPIBXY,0.72,0.107,4,0.458,0.000232,minor,0.0409
I Can't Stand the Rain,B,108.319,0.708,-9.557,0.211,185733,1978,spotify:track:2SWmfd8iv4CiBOztWJebux,Billboard Hot 100 1978,9MUTM192BGKBY2G14SBQG8WIC,0.693,0.162,4,0.892,0.000515,major,0.0917
Ebony Eyes,B,116.486,0.698,-11.717,0.0101,212760,1978,spotify:track:4OLRw2NSxCyNkfCs8Uwvwg,Billboard Hot 100 1978,R8ZNFUFA5KCO1Y6403TUWLKI2,0.676,0.112,4,0.961,2.57E-05,major,0.0277
The Name Of The Game,A,77.049,0.656,-8.722,0.357,291867,1978,spotify:track:1lDo24S34NvI1pAg7Oxldc,Billboard Hot 100 1978,P0TKGO66KVTQ48ZMQBTSMI75D,0.565,0.0629,4,0.615,0.000192,major,0.0301
We're All Alone,G,128.073,0.332,-8.376,0.356,220520,1978,spotify:track:2QDnRMFfnes9DUWc6HgixI,Billboard Hot 100 1978,CRFS7IADD1FCRJ9EGKE590Y90,0.429,0.0619,4,0.239,3.18E-05,major,0.0287
Hollywood Nights,A,150.326,0.529,-5.198,0.00506,302627,1978,spotify:track:5VbePtZp1at8gH990zVyTI,Billboard Hot 100 1978,JGG7S66HFMMNC6A6JSTS63I4N,0.968,0.201,4,0.751,0.00034,major,0.0503
Deacon Blues,C,115.857,0.745,-12.487,0.457,456640,1978,spotify:track:61AK5ICbKk20h1dFS3mXuu,Billboard Hot 100 1978,U7FUNVGKEAWR8J2BZ7ERVMX91,0.586,0.119,4,0.604,0.000295,major,0.0359
I Will Always Love You,E,67.531,0.332,-12.518,0.845,271093,1993,spotify:track:4eHbdreAnSOrDDsFfc4Fpm,Billboard Hot 100 1993,4J09LJ8YUMFBVUM6IF11Y5MEW,0.214,0.0839,4,0.11,5.62E-06,major,0.0349
(I Can't Help) Falling In Love With You,D,172.455,0.637,-8.605,0.0393,208827,1993,spotify:track:7aR1QwbQa26sjDXiVMLik4,Billboard Hot 100 1993,ZVS2GOD1BMYU2WJVQYNA3EIG6,0.837,0.139,4,0.825,0.00294,major,0.0363
That's The Way Love Goes,F,97.675,0.703,-6.789,0.302,265107,1993,spotify:track:29rQJydAlO0uMyWvRIZxQg,Billboard Hot 100 1993,S8DGFILLU1CMREIQ284EJ3Q3S,0.7,0.0718,4,0.582,0.471,major,0.0693
Freak Me,E,133.879,0.697,-10.976,0.0295,274533,1993,spotify:track:5CdJveJgiGXoGwDFqF6afp,Billboard Hot 100 1993,F41IBPH7O5CJCDSQGHV4W4EX3,0.608,0.276,4,0.725,0,minor,0.0463
Weak,F,127.559,0.689,-9.43,0.0601,292240,1993,spotify:track:5mbODTX3uNkpNk0d76wG60,Billboard Hot 100 1993,QEE1DB6COEL3R15IEWKFPASNH,0.603,0.0611,4,0.57,0,major,0.0384
If I Ever Fall In Love,F#,143.994,0.402,-11.232,0.758,189027,1993,spotify:track:1jCsCYgzQQHk3bDJDuFbNi,Billboard Hot 100 1993,BMD83IUSZIWBQ3RBIGI06H55E,0.205,0.147,4,0.42,0,major,0.038
Dreamlover,F,100.665,0.698,-6.188,0.191,233733,1993,spotify:track:7B46V9G3rBQryzZVtAaWAR,Billboard Hot 100 1993,KR42OBI1RGNARZLSZA8LKK8NK,0.715,0.176,4,0.759,0,major,0.0357
Rump Shaker,F,102.753,0.888,-6.843,0.0025,312360,1993,spotify:track:4dY4JVC0Q9CwpeZ6JAclIc,Billboard Hot 100 1993,DD3PIU80ONSKUH1EH6G2JUX3W,0.822,0.303,4,0.233,0.0197,minor,0.219
Informer,F#,98.145,0.763,-10.975,0.0984,268910,1993,spotify:track:2LjiPAQOVazT8sRyXL3XRs,Billboard Hot 100 1993,YXAUEJI14YBUVG87O980F3XGI,0.742,0.38,4,0.483,0,minor,0.188
In The Still Of The Nite (I'll Remember),A,78.118,0.517,-13.662,0.783,169493,1993,spotify:track:16dbGMVeJg15mLFktHX5LJ,Billboard Hot 100 1993,K21ELZAK4H83MUZ9PR26T458O,0.218,0.137,4,0.211,0,major,0.0381
Don't Walk Away,B flat,102.979,0.831,-7.501,0.147,216373,1993,spotify:track:7tsRp7QKUBp6hc9bth0h7x,Billboard Hot 100 1993,9MIE43HVBFULNS85WQ2CC3AN7,0.915,0.196,4,0.881,0.00571,minor,0.128
Knockin' Da' Boots,C#,128.122,0.734,-10.652,0.152,327693,1993,spotify:track:2LP2NrdZlsabtHT0GUCwUa,Billboard Hot 100 1993,9R9SHFEDVKELXB4G4GEGNEGA8,0.583,0.0472,4,0.603,0,minor,0.126
Lately,C#,126.168,0.377,-12.641,0.631,373627,1993,spotify:track:5hIljtQ1fRvDRc1aHdhwWK,Billboard Hot 100 1993,SMAQI9961SRPC0GP50QXRZXCA,0.315,0.946,4,0.27,0,major,0.0619
Show Me Love,F,120.258,0.811,-4.259,0.014,252107,1993,spotify:track:4t0UsYzmmmZRMTWn77jiGF,Billboard Hot 100 1993,SVKB9LRZGGCRPS4Q8YSMEMDH5,0.833,0.0769,4,0.567,2.06E-05,major,0.153
A Whole New World (Aladdin's Theme),D,107.894,0.516,-10.487,0.627,243493,1993,spotify:track:4tS8xQfyPGc7f4lJ1JP6BX,Billboard Hot 100 1993,DFCWC0CVR2L743JY7T6KURBQC,0.32,0.144,4,0.131,0,major,0.0303
If,B,105.575,0.653,-5.173,0.0374,271640,1993,spotify:track:0t414ewhjcIiuPVF3QECz2,Billboard Hot 100 1993,59JGVVHPVWX7Z4V8YWT5W4UFA,0.976,0.561,4,0.447,0.00173,minor,0.0797
I'm So Into You,G,99.018,0.841,-10.345,0.0453,278467,1993,spotify:track:1DkGOPjC2OXN7xcT31fjXN,Billboard Hot 100 1993,O4TQLIJJS60ZP4AMNFPA24ISN,0.552,0.0533,4,0.596,0.00152,major,0.0498
Love Is,C#,79.857,0.487,-9.97,0.379,284960,1993,spotify:track:7z8NZEvwZU6PzYAzkw3DWE,Billboard Hot 100 1993,BCLIIMQ7Q1M3L9Q9SRIQLYM1K,0.361,0.12,4,0.177,2.88E-05,major,0.0236
Runaway Train,C,117.422,0.616,-7.02,0.00481,266067,1993,spotify:track:3Ib3SJV8ZXuLvDiDb2w1As,Billboard Hot 100 1993,YB3XQGLQMEVVO07TKLL2S7MLK,0.714,0.133,4,0.53,0,major,0.0385
"I'll Never Get Over You Getting Over Me - 7"" Version",G#,167.048,0.321,-12.714,0.623,230507,1993,spotify:track:44qy6ywloZIkMPOMOZzm05,Billboard Hot 100 1993,L5JK38C8N4MURBWH4AGIY5VKB,0.289,0.359,4,0.157,0,major,0.0306
Ditty,B,99.075,0.838,-15.219,0.0509,245030,1993,spotify:track:2JaHnS7CcIPoc7Il4BkqdR,Billboard Hot 100 1993,75UTHZEBRET5IARNO39DMFIAA,0.452,0.0666,4,0.708,0,minor,0.0547
Rhythm Is A Dancer,A,124.364,0.756,-14.853,0.21,332227,1993,spotify:track:4yUgj0i6ttqorcmQYmkQIF,Billboard Hot 100 1993,LRTJ89BW26UAVF4455HAB1WAU,0.656,0.0889,4,0.876,0.218,minor,0.0338
The River of Dreams,G,89.646,0.631,-8.15,0.205,247627,1993,spotify:track:30qVCFYKBtAENjTIBA8FPZ,Billboard Hot 100 1993,CRGERUJXJNQ5ZU69NQSMOFIHA,0.749,0.0667,4,0.437,5.21E-06,major,0.0576
I'm Gonna Be (500 Miles),E,131.922,0.851,-5.177,0.151,219467,1993,spotify:track:66S14BkJDxgkYxLl5DCqOz,Billboard Hot 100 1993,SKP6QNFCLXZWWLHJYHAFRBHBJ,0.551,0.0827,4,0.807,0,major,0.0396
Two Princes,G,103.731,0.543,-10.71,0.00162,256733,1993,spotify:track:4ePP9So5xRzspjLFVVbj90,Billboard Hot 100 1993,ICPUP9ACN2SUVW3GCDQNMTV9M,0.912,0.0565,4,0.836,2.10E-06,major,0.0601
Right Here - Human Nature Radio Mix,A,94.015,0.613,-5.566,0.0192,226773,1993,spotify:track:2BYdSTQjd7e836KDacYjQt,Billboard Hot 100 1993,SBJ0IXY2PZA8YU4J5ATJRFYTM,0.728,0.093,4,0.71,0.0116,minor,0.0622
I Have Nothing,C,152.943,0.541,-10.499,0.576,289160,1993,spotify:track:31er9IGsfFbwqy1pH4aiTP,Billboard Hot 100 1993,X0POQVE7I2NE4X4RL9NOTOMIS,0.401,0.164,3,0.24,0,major,0.0365
Mr Wendal - Remastered 2002,G#,109.979,0.893,-5.178,0.12,246960,1993,spotify:track:6LSTAQ6r7OxsOOlIIYY47Q,Billboard Hot 100 1993,4AIA0MC97L08K7MHZ19X02JYY,0.593,0.0465,4,0.854,0.00888,major,0.0983
Have I Told You Lately - Unplugged Version,B flat,134.472,0.461,-10.635,0.777,242867,1993,spotify:track:0yxzZZ2H1ay1etrjCoSj2r,Billboard Hot 100 1993,HBAO780BDL62LOOJVXL1XUWJS,0.393,0.139,4,0.268,1.16E-06,major,0.032
Saving Forever for You,A,133.358,0.655,-8.163,0.494,268733,1993,spotify:track:6pVU9bk1Tvbqlq719vJooz,Billboard Hot 100 1993,SF5TSLEVN2KFGRFAWNPLU0QMW,0.545,0.0417,4,0.463,0,major,0.0342
Ordinary World,C#,140.124,0.472,-10.171,0.0131,340200,1993,spotify:track:0wokCRaKD0zPNhMRXAgVsr,Billboard Hot 100 1993,H8D8234NYLB2FXQYQOZ0YU036,0.652,0.14,4,0.401,1.12E-05,minor,0.0305
If I Had No Loot,B,106.725,0.873,-9.774,0.113,241467,1993,spotify:track:5oPRLER8bCQN3RFFVvLbTC,Billboard Hot 100 1993,O6DN9SGEQU6YIUHCJGOMLZ155,0.721,0.27,4,0.81,0,minor,0.0448
I'd Do Anything for Love (But I Won't Do That) - Radio Edit,D,103.783,0.395,-9.105,0.612,321973,1993,spotify:track:3VTBfa6YBDgBxsZ5o2Pyas,Billboard Hot 100 1993,5U15R771HLUPR2PDGK7N158M3,0.535,0.298,4,0.356,0,major,0.0689
Slam,A,98.188,0.807,-6.841,0.0437,217013,1993,spotify:track:6dBQ5asGzaKH9313wBxvIz,Billboard Hot 100 1993,063FCX6TA6AU45S074D4R1LZT,0.917,0.871,4,0.698,0.000466,major,0.43
Looking Through Patient Eyes,G#,102.234,0.779,-7.788,0.201,249453,1993,spotify:track:2SfBzxh1MQSYKQeuhCzHub,Billboard Hot 100 1993,5RCAG1Q1R1GW2BA7HP17ROP9W,0.656,0.262,4,0.675,1.56E-06,major,0.0433
I'm Every Woman,F,119.538,0.666,-8.267,0.0182,285413,1993,spotify:track:5iqzoNhir2n2FjDbXTps9d,Billboard Hot 100 1993,2XD7E8BUCJW9A92P8YS7F5NVD,0.853,0.126,4,0.374,0.0027,minor,0.0543
Baby I'm Yours,D,143.766,0.473,-9.986,0.173,275560,1993,spotify:track:5jnf5Lv2TJX9uYHsFKfrEh,Billboard Hot 100 1993,SIOI67HVTXU5H5OXYQ7XDFOPB,0.562,0.156,4,0.593,3.56E-05,major,0.0472
Come Undone,G#,173.931,0.542,-8.203,0.0423,256520,1993,spotify:track:0yfNXxlyXdmP0ue1iJijx1,Billboard Hot 100 1993,UPU6Y70B1ROBZ63JM2N3RPPHC,0.793,0.0814,4,0.708,3.95E-06,major,0.053
I Don't Wanna Fight - Single Edit,D,92.051,0.601,-4.084,0.208,265400,1993,spotify:track:4M21CAQGZgBlSwen5VPHa8,Billboard Hot 100 1993,LX8M3OUUUI1CYG76MUL1NM1U9,0.899,0.141,4,0.665,3.32E-06,major,0.0485
I'd Die Without You,C#,79.992,0.543,-18.813,0.256,250693,1993,spotify:track:7kFAwFdZcvvqOggZ2dY5jg,Billboard Hot 100 1993,Y3RSWT3CCLJKVQ9VDBYCFJI05,0.266,0.0993,4,0.343,0.00093,major,0.0443
"Whoot, There It Is",F#,133.79,0.795,-14.124,8.45E-05,183907,1993,spotify:track:1iYPAEdiCZH7j0H4ioDojx,Billboard Hot 100 1993,8HM7BHH895PJSUNRNOR3HE9QF,0.601,0.0941,4,0.543,0.745,minor,0.23
Hip Hop Hooray,F#,99.143,0.869,-6.996,0.0482,264840,1993,spotify:track:3fwUpUntnrvggfHhvyQq6D,Billboard Hot 100 1993,5CA5GJW5COH80HNT7CEZGJFIM,0.826,0.326,4,0.721,2.42E-06,minor,0.101
Another Sad Love Song,D,96.067,0.78,-7.429,0.0142,301560,1993,spotify:track:70iDnqYvxCPl3mPd3ddxgD,Billboard Hot 100 1993,JS9DYOSRQECQGMS8O5BTS71FF,0.711,0.0366,4,0.859,3.75E-05,major,0.0476
Will You Be There - Single Version,F#,82.971,0.413,-6.504,0.511,220387,1993,spotify:track:36O7qmyKLHpUY6WdWh8M5g,Billboard Hot 100 1993,UDRH3U7JU0249FK27LT3SX6DL,0.626,0.0845,4,0.435,0.000338,minor,0.0735
Comforter,G,121.9,0.725,-12.64,0.00569,250600,1993,spotify:track:6vHJpgX1QTYa9SVXankGVR,Billboard Hot 100 1993,YWT8XNARKBWH95W3GQRV0RD1H,0.384,0.158,4,0.497,0.00022,major,0.0317
Good Enough,D,180.323,0.578,-9.207,0.00783,302093,1993,spotify:track:63flJygRbWG473VvWiODYC,Billboard Hot 100 1993,20K23KVJRW33SGA4YPD488D42,0.744,0.0464,4,0.531,0.000333,major,0.054
What's Up?,B,134.537,0.566,-9.875,0.156,295493,1993,spotify:track:7f0jXNMu2xjQUtmKMuWhGA,Billboard Hot 100 1993,QH8QYTTE5GK5LECRUQL9X5J6X,0.57,0.118,4,0.491,0,minor,0.0285
All That She Wants,B,93.744,0.795,-13.661,0.00571,213040,1993,spotify:track:4PifbP29I4IF0I437LTMW3,Billboard Hot 100 1993,G1OBLK3UC27JKHT6G7IC7TP2F,0.497,0.118,4,0.857,6.75E-05,major,0.0659
7,A,100.722,0.747,-6.255,0.0917,310467,1993,spotify:track:04MjaNej8XUHI8jbz2THez,Billboard Hot 100 1993,CXNQSRYV4LAHPFB0VATX30DA8,0.749,0.0444,4,0.563,0,major,0.0563
One Last Cry,F#,109.771,0.356,-13.8,0.909,295358,1993,spotify:track:3l9OCOG3Vt6c2lxeMyGSIY,Billboard Hot 100 1993,FL3534BHFL58BJPEYEE94JA99,0.125,0.131,4,0.105,0.000316,major,0.03
Just Kickin' It,C#,80.904,0.694,-12.294,0.054,204133,1993,spotify:track:51RvCRzeTqoQgdOBgcpHtT,Billboard Hot 100 1993,5WLZVV4L2RPII2HXWTAV1DJ0B,0.365,0.401,4,0.693,3.43E-05,minor,0.0635
I Get Around,B flat,96.224,0.84,-4.368,0.12,258640,1993,spotify:track:74kHlIr01X459gqsSdNilW,Billboard Hot 100 1993,6KWAG3BJDGWGP6MUH09Y5N1EP,0.717,0.298,4,0.675,1.29E-05,minor,0.105
Bed Of Roses,F,82.45,0.43,-6.466,0.137,395520,1993,spotify:track:78ApVOpB9Sq8BZWxxURWp2,Billboard Hot 100 1993,5VXEI2Q49E404EN3Q7QSX9125,0.53,0.193,3,0.156,0,major,0.0256
Real Love,C,95.02,0.769,-5.472,0.119,269973,1993,spotify:track:3XG801WWhqC753dekEBkMt,Billboard Hot 100 1993,KYQ93CSUL1FVXT8JK1HKXYASQ,0.781,0.0506,4,0.826,0.000371,major,0.0797
Here We Go Again! - Radio Edit,B,106.709,0.771,-10.217,0.0256,235200,1993,spotify:track:5rIr1MOh4cWwpdln1QqTPS,Billboard Hot 100 1993,5LDEDBN4YKADZMGCRWYKMLGKO,0.745,0.107,4,0.599,0.000374,minor,0.0904
Cryin',A,105.882,0.451,-3.904,0.000197,308267,1993,spotify:track:6XIQe8CyDYFHN0iCjfRIuj,Billboard Hot 100 1993,5E3NMZRCX7LRDS3VOEP802OEB,0.828,0.345,3,0.498,0.0128,major,0.0328
Cats In The Cradle,G#,75.67,0.511,-9.653,0.13,241893,1993,spotify:track:5x9RZg7HfXGY3JayXL3seF,Billboard Hot 100 1993,W3H4AK0BXJETWAELM8B6TBO4K,0.517,0.074,4,0.433,0,major,0.0328
What About Your Friends,B flat,105.882,0.744,-10.108,0.0267,293600,1993,spotify:track:63PIgPkDf3rswlU4ZWCYAM,Billboard Hot 100 1993,ZMN4WG40CUAZ1PDR82A325W9X,0.851,0.0989,4,0.626,0.00738,minor,0.049
I Got a Man - Re-Recorded,C#,104.013,0.905,-6.472,0.166,200032,1993,spotify:track:7J61aFBXNNtgWKZ3WV7rLf,Billboard Hot 100 1993,8TM6TF74D5LVRKI3H42V1X7P0,0.828,0.328,4,0.945,0,major,0.305
Hey Mr. D.J.,D,101.315,0.873,-8.172,0.0367,250667,1993,spotify:track:5xka4Z5fOoXt0v9Qxpzh6t,Billboard Hot 100 1993,R7HXFPPDHDJ14ZK20RKIPLO3V,0.563,0.0945,4,0.851,0.00141,major,0.0623
Insane in the Brain,G#,102.221,0.902,-7.253,0.0233,206893,1993,spotify:track:4dTMU4O2DdyIlRlss7v9UP,Billboard Hot 100 1993,XB0MRJ0HCQ1AAWLWIKBMD5178,0.705,0.118,4,0.77,0.193,minor,0.22
Deeper and Deeper,G,119.943,0.659,-7.09,0.00601,333467,1993,spotify:track:6KU8g98m1tcrUXRNjPQeOI,Billboard Hot 100 1993,CC01J5E564IVS9JV6IW1EO0O9,0.818,0.336,4,0.39,0.299,minor,0.0265
Rain,B flat,92.487,0.594,-11.376,0.064,324733,1993,spotify:track:1jXrKzaC31hU2Z4Eaec2ek,Billboard Hot 100 1993,1P434UZTLSA77YUDFNW0LJ4LD,0.61,0.214,4,0.165,0.00153,major,0.0269
The Right Kind of Love,F,178.36,0.712,-9.411,0.199,285373,1993,spotify:track:6WTwlLmhaq935X1jCq19wT,Billboard Hot 100 1993,3CBLPEIN0XP4UPQOL73LG23RP,0.597,0.043,4,0.917,0,minor,0.0361
Bad Boys (Theme from COPS),G,87.858,0.781,-8.376,0.236,229375,1993,spotify:track:0qeKzbUsW0V4ZWRJrHNiD3,Billboard Hot 100 1993,U9FWP74WF8P2EWCFWDHKBZAJ1,0.722,0.077,4,0.533,0.000398,major,0.0667
That's What Love Can Do - Radio Mix,F,117.471,0.783,-7.541,0.0103,202000,1993,spotify:track:4VOQLjmETAE5NLcFMwvUXC,Billboard Hot 100 1993,WZOH7SQ27KDSZBU4R7I39CV42,0.773,0.0349,4,0.744,0.000162,minor,0.0493
Do You Believe In Us,E flat,107.75,0.662,-7.245,0.0103,239267,1993,spotify:track:3u5e3ovyvQLoauwUzWezvX,Billboard Hot 100 1993,3B8NF3BPLWOVRNIUK3OTPL63J,0.891,0.634,4,0.743,3.64E-06,major,0.0349
Angel,C,151.704,0.485,-8.948,0.295,275040,1993,spotify:track:543d68hZ4dzVePFfdVc0Ki,Billboard Hot 100 1993,VVYHTG2KOJ6DT9O3YUJQCIOH5,0.477,0.202,4,0.134,3.35E-05,major,0.0262
Forever in Love,F,81.549,0.375,-7.479,0.261,297867,1993,spotify:track:1PYjOMp27slDQczgZRTwmt,Billboard Hot 100 1993,52GSU386L9I6A8E0DSL8ZALOY,0.493,0.158,4,0.0987,0.0985,major,0.028
Together Again,G,123.091,0.873,-8.942,0.078,301200,1993,spotify:track:1GrikfH0jDejDvrxo84n4P,Billboard Hot 100 1993,GES55RDP37TOA1AV1JAUM0429,0.593,0.104,4,0.495,0.00697,major,0.103
Boom! Shake the Room,B flat,100.177,0.698,-3.667,0.115,228653,1993,spotify:track:6l2haiCg21JT5KS1j0gUoH,Billboard Hot 100 1993,757JQ89KJSLCIDIGICQ94ECDY,0.969,0.313,4,0.751,0,minor,0.249
When She Cries,A,105.223,0.666,-10.993,0.114,222187,1993,spotify:track:61EQfJXizp4MIpLYWyLoQI,Billboard Hot 100 1993,D2EK2SQ1087TWKEMX1N8LTJJO,0.521,0.0604,4,0.361,0,major,0.0292
Sweat (A La La La La Long),C,173.026,0.787,-7.705,0.0124,227067,1993,spotify:track:1SssFw74DdHVjRa6ADggdD,Billboard Hot 100 1993,02X49OUHGSEJ1B20V9VMQ74V0,0.728,0.157,4,0.94,0,major,0.218
It Was A Good Day,F,82.394,0.78,-5.377,0.135,260307,1993,spotify:track:2MuJbBWAVewREJmB8WdGJ3,Billboard Hot 100 1993,O4HRUSJJ8D6E6U9B23CVGACZJ,0.754,0.0467,4,0.81,0.034,minor,0.0952
More and More - Single Version,G,125.866,0.658,-11.827,0.223,251133,1993,spotify:track:6jwlBPt6FlhIlHAdEN1JME,Billboard Hot 100 1993,PL83LM5IYLF0KN6JXFDPVH0MD,0.839,0.0965,4,0.681,0.86,major,0.0343
How Do You Talk To An Angel,A,80.871,0.5,-6.942,0.25,226560,1993,spotify:track:4lrJYVx7UWomO5kL5AwvLJ,Billboard Hot 100 1993,PKH95PKXISYZAIQQZGBWMK0AL,0.658,0.0847,4,0.546,2.78E-06,major,0.0338
Rebirth of Slick (Cool Like Dat),C#,98.332,0.887,-14.505,0.0539,261067,1993,spotify:track:2mu2oL9gdgHGtlg9poer2u,Billboard Hot 100 1993,BNVXEVU4F5L7148Z9JQS3V1OK,0.422,0.114,4,0.612,0.0455,minor,0.228
"What Is Love - 7"" Mix",G,123.871,0.683,-7.907,0.0222,270373,1993,spotify:track:2ahnofp2LbBWDXcJbMaSTu,Billboard Hot 100 1993,T95XWS1GM0LX7XCB96DE1ZNXD,0.772,0.203,4,0.737,0.0149,minor,0.0311
To Love Somebody,B,74.103,0.367,-11.786,0.335,247973,1993,spotify:track:4ye6YRG07XMpZZ9Y9tNTt6,Billboard Hot 100 1993,Q9DKFRH7EN38VPSLUAV0QMQIL,0.353,0.1,4,0.282,0,major,0.0288
"Give It Up, Turn It Loose",C#,93.015,0.836,-8.778,0.19,312040,1993,spotify:track:0BdAjgQqEb12CyH19xBU2N,Billboard Hot 100 1993,1K2GI2JWBXZI900RK2YCS0JP5,0.58,0.0379,4,0.939,0.000271,major,0.0692
Alright (feat. Super Cat),B flat,97.305,0.803,-11.286,0.00432,243333,1993,spotify:track:3uGjLZ5abCyCfYXBVfpf8X,Billboard Hot 100 1993,97NCEXTISQH5TZ0JXHR7FQ0LU,0.582,0.252,4,0.547,4.26E-05,minor,0.19
Check Yo Self - Remix,C#,101.489,0.944,-6.883,0.0235,233160,1993,spotify:track:0dhxE0JTayqMycMva3D3rM,Billboard Hot 100 1993,VXAOJ1ZPOGMOBF260LKUY07V6,0.734,0.128,4,0.722,3.08E-06,major,0.277
Fields Of Gold,D,103.995,0.65,-10.469,0.305,220053,1993,spotify:track:1VI7sH93UcY0stZYVqvMoH,Billboard Hot 100 1993,H01R94NO696PMY4K6A41S1MDT,0.374,0.067,4,0.318,0.00989,major,0.0242
Faithful,B flat,105.538,0.615,-8.028,0.0323,265560,1993,spotify:track:4gTvgAPqPDj2fL5B7EpLC0,Billboard Hot 100 1993,S7KUBTWFJLCEY82AVQG3TD03O,0.912,0.0966,4,0.753,0,minor,0.0416
Reason to Believe - Live Unplugged Version; 2008 Remaster,G,129.186,0.554,-13.664,0.279,233213,1993,spotify:track:2jXyVxRBDpRIIRwxJLomgW,Billboard Hot 100 1993,5LZRP4MZ5ROHYULTM69B305KT,0.585,0.961,4,0.385,1.20E-05,major,0.0482
Break It Down Again,F,108.999,0.685,-8.796,0.0187,271173,1993,spotify:track:6X3J3uYxbkPwxCneLkPVd7,Billboard Hot 100 1993,DAD5R93LNYST0YP8E7DLRWWA0,0.685,0.112,4,0.506,0.412,major,0.0249
Three Little Pigs,G,144.469,0.449,-4.978,0.0115,353640,1993,spotify:track:6DiPkm7C3LD9XsJWTGPFgv,Billboard Hot 100 1993,IIWX3G5SU709KCRWVE31AQLQP,0.95,0.514,4,0.339,3.66E-05,major,0.225
Livin' On The Edge,D,84.572,0.405,-4.37,0.00211,380854,1993,spotify:track:0O712LGGTk8e0CFMdUPSB5,Billboard Hot 100 1993,77MGCIUJION6236CRLUF5J58P,0.881,0.386,4,0.24,0.0084,major,0.0327
Hey Jealousy,F#,152.908,0.472,-6.573,8.47E-05,235000,1993,spotify:track:6QUYp5AqnluDoGi7x19LFk,Billboard Hot 100 1993,42AFNVFECWY5O9GWHHVTDPMN4,0.84,0.29,4,0.472,6.20E-06,minor,0.0386
If I Ever Lose My Faith In You,D,97.985,0.573,-7.996,0.0344,265868,1993,spotify:track:3fXKRQHatsghm6EGMgLMiR,Billboard Hot 100 1993,B5JIS3828XQJGUX53COI9D8LL,0.813,0.0762,4,0.635,0.0134,major,0.0309
Anniversary,G#,89.004,0.711,-9.675,0.0472,271200,1993,spotify:track:6PViGgcsQhLPSkMxgoRWLl,Billboard Hot 100 1993,PF2GGFDUUGS9JKV9Q8G7IAW5N,0.505,0.317,4,0.55,0,minor,0.0343
One Woman,C#,151.946,0.662,-9.475,0.0552,289467,1993,spotify:track:0EnFaSWSkj45lktHxHtcXb,Billboard Hot 100 1993,4QFL0RXB64QT27M8J4J2RQK0L,0.605,0.418,4,0.545,0,major,0.0566
Can't Get Enough of Your Love,F,108.179,0.689,-8.483,0.0215,266533,1993,spotify:track:4tmzLB4caxMSZDgWujR7sH,Billboard Hot 100 1993,84FUP11GD3U61D38E8MA7GL5O,0.743,0.106,4,0.644,9.47E-05,major,0.0337
Two Steps Behind - String / Acoustic Version,D,146.148,0.456,-10.594,0.117,256486,1993,spotify:track:0hJnqEmo8DeMmRhh6mwAof,Billboard Hot 100 1993,3BX0WPWH8GKSDPG0DIZZDCXBO,0.419,0.178,4,0.425,0,major,0.0247
(I Can't Help) Falling In Love With You,D,172.406,0.642,-13.031,0.0444,207440,1993,spotify:track:7ojJ4XvqBhBcteM0zjMebT,Billboard Hot 100 1993,FRM06JRJ2WQ0EM2MTKJ5WOX24,0.722,0.122,4,0.836,0.00388,major,0.0375
Dazzey Duks,C#,132.169,0.813,-8.19,0.00568,243400,1993,spotify:track:2l7p2Qm36S60cxrKrvRtoe,Billboard Hot 100 1993,J4MEJU0KP5AC6RT2Q55QY8G0K,0.538,0.0628,4,0.651,2.53E-06,major,0.123
Nothin' My Love Can't Fix,G,106.122,0.657,-6.322,0.0131,243267,1993,spotify:track:15ni9ro5GuIad268WAZN32,Billboard Hot 100 1993,2QAP3CPYM5VD60RLCEETSCHON,0.909,0.211,4,0.606,0.000623,major,0.0918
Nuthin' but a G Thang,B,94.639,0.797,-8.581,0.00701,255090,1993,spotify:track:0kSkSJGSbPIxW6jRmOmS5d,Billboard Hot 100 1993,HR7U1UH1K17LCHDYKSYWN4388,0.712,0.308,4,0.738,0,minor,0.281
O-o-h Child,F,88.368,0.488,-7.95,0.00154,197160,1993,spotify:track:74JdR9aXE6I74oS1BVRsvb,Billboard Hot 100 1993,JJ2F056Y5XPI3VOD646HNBUDV,0.754,0.678,4,0.664,2.42E-05,minor,0.0381
Fuck Wit Dre Day,G,93.616,0.749,-7.849,0.0924,308381,1993,spotify:track:0lg4OjjS798PZDPQtwVX1t,Billboard Hot 100 1993,FWICAPAWUGZOPXQBNWUZISW47,0.708,0.406,4,0.587,0,major,0.197
End Of The Road,F,74.822,0.561,-6.022,0.0343,349135,1992,spotify:track:3ZxhEGcEmCuwyBzwqCa7oW,Billboard Hot 100 1992,C0LXAXI9DW2JI4SUD9BBLBVR7,0.579,0.0673,3,0.55,0,minor,0.0243
Baby Got Back,C#,128.467,0.933,-11.281,0.00471,262827,1992,spotify:track:7MCNnnmwm7TXMh7xyNGohi,Billboard Hot 100 1992,AHYDJVMF9D9F458KM8GAJ5M2K,0.664,0.0908,4,0.616,0,major,0.311
